case_id,title,preconditions,steps,expected_result,obtained_result,observations,exec_count,test_status,feature_name,sprint,created_at,module
6307,Generar Cotización en PDF con moneda USD - Corte y Figurado,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar el servicio Corte y figurado. 3) 3. Digitar el numero de cartilla y agregar al carrito de compras. 4) 4. Clic en el botón continuar en la ventana de detalle del carrito de compras. 5) 5. Cambiar el tipo de moneda a USD y dar clic en el botón Generar Cotización. 6) 6. Validar PDF que se envia al correo.,"5. El sistema debe generar la cotización en formato PDF donde se especifique lo siguiente:	
en la parte superior del documento especificar El tipo de moneda USD	
Los montos deben verse sin simbolos y en la moneda USD	
- Los montos deben tener la totalidad de los dígitos según el diseño (11 maximo)	
- Una vez generado el PDF no se puede cambiar la moneda en el Header",,,3,Exitoso,General,10,,General	
6307,Generar Cotización en PDF con moneda USD - Corte y Figurado con varillas,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar el servicio Corte y figurado y producto varillas. 3) 3. Digitar el numero de cartilla y agregar al carrito de compras. 4) 4. Agregar al carrito el producto varillas tambien. 5) 5. Clic en el botón continuar en la ventana de detalle del carrito de compras. 6) 6. Cambiar el tipo de moneda a USD y dar clic en el botón Generar Cotización.,"5. El sistema debe generar la cotización en formato PDF donde se especifique lo siguiente:	
en la parte superior del documento especificar El tipo de moneda USD	
Los montos deben verse sin simbolos y en la moneda USD	
- Los montos deben tener la totalidad de los dígitos según el diseño (11 maximo)	
Una vez generado El PDF no se puede cambiar la moneda en El Header	
deben salir El producto y El servicio corte y figurado en El mismo PDF	
- Validar que el PDF que se enviá en los correos del cliente tenga la moneda seleccionada",,,3,Exitoso,General,10,,General	
6307,Generar Cotización en PDF con moneda USD - Corte y Figurado con un producto diferente a varillas,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar el servicio Corte y figurado y producto alambre galvanizado. 3) 3. Digitar el numero de cartilla y agregar al carrito de compras. 4) 4. Agregar al carrito el producto alambre galvanizado tambien. 5) 5. Clic en el botón continuar en la ventana de detalle del carrito de compras. 6) 6. Cambiar el tipo de moneda a USD y dar clic en el botón Generar Cotización.,"5. El sistema debe generar la cotización en formato PDF donde se especifique lo siguiente:	
en la parte superior del documento especificar El tipo de moneda USD	
Los montos deben verse sin simbolos y en la moneda USD	
- Los montos deben tener la totalidad de los dígitos según el diseño (11 maximo)	
Una vez generado El PDF no se puede cambiar la moneda en El Header	
deben salir El producto y El servicio corte y figurado en PDF separados	
- Validar que los PDF que se enviá en los correos del cliente tenga la moneda seleccionada",,,3,Exitoso,General,10,,General	
6337,Cambiar tipo moneda DOP en la pantalla Resumen,,1) 1. En el Header seleccionar un tipo de moneda (USD). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón Ir al carrito. 5) 5. Clic en el botón continuar en la ventana de detalle del carrito de compras. 6) 6. En la pantalla Resumen de Cotización cambiar la moneda al tipo DOP.,"6. - En la sección: Detalles del pedido las columnas Precio ud. y Total sus valores deben estar calculados en la moneda DOP	
- En la sección: Detalles de facturación los valores de Subtotal, Impuestos, Envio y Total deben estar calculados en la moneda DOP, donde los valores deben estar antecedidos por el tipo DOP",,,3,Exitoso,General,10,,General	
6337,Cambiar tipo moneda USD en la pantalla Resumen,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón continuar en la ventana de detalle del carrito de compras. 5) 5. En la pantalla Resumen de Cotización cambiar la moneda al tipo USD.,"5. - En la sección: Detalles del pedido las columnas Precio ud. y Total sus valores deben estar calculados en la moneda USD	
- En la sección: Detalles de facturación los valores de Subtotal, Impuestos, Envio y Total deben estar calculados en la moneda USD, donde los valores deben estar antecedidos por el tipo USD",,,3,Exitoso,General,10,,General	
6397,Cambiar moneda en la pantalla Detalles del Carrito - moneda USD,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón Ir al carrito. 5) 5. En la pantalla Ir al carrito cambiar la moneda al tipo USD.,"5 - Los valores de lsa columnas Precio ud. y Total deben cambiar a la moneda USD.	
- En el recuadro Resúmen de Cotización los items Producto, Impuestos y Total a pagar deben estar calculados y antecedidos por la moneda USD",,,4,Exitoso,General,10,,General	
6397,Cambiar moneda en la pantalla Detalles del Carrito - moneda DOP,,1) 1. En el Header seleccionar un tipo de moneda (USD). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón Ir al carrito. 5) 5. En la pantalla Ir al carrito cambiar la moneda al tipo DOP.,"5 - Los valores de las columnas Precio ud. y Total deben cambiar a la moneda DOP.	
- En el recuadro Resúmen de Cotización los items Producto, Impuestos y Total a pagar deben estar calculados y antecedidos por la moneda DOP",,,4,Exitoso,General,10,,General	
6397,Cambiar moneda en la pantalla Detalles del Carrito - Ajustar Cantidad,,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón Ir al carrito. 5) 5. En la pantalla Ir al carrito cambiar la moneda al tipo USD. 6) 6. Modificar la cantidad del producto dando clic en el botón (+) y/o (-).,"6 - Los valores de las columnas Precio ud. y Total deben cambiar y ser calculados con la moneda USD.	
- En el recuadro Resúmen de Cotización los items Producto, Impuestos y Total a pagar deben ser recalculados y antecedidos por la moneda DOP",,,4,Exitoso,General,10,,General	
6397,"Cambiar moneda en pantalla ""Agrega los detalles del envío""",,1) 1. En el Header seleccionar un tipo de moneda (DOP). 2) 2. Seleccionar un producto del Home. 3) 3. Agregar al carrito de compras. 4) 4. Clic en el botón Ir al carrito. 5) 5. Clic en el botón Continuar. 6) 6. Ubicado en la pantalla detalles del envío cambiar la moneda por USD.,"5. Redirecciona el cliente a la pantalla Agrega los detalles del envío""	
6. Los valores del recuadro Resumen de Cotización se deben recalcular con la moneda seleccionada (Producto - Impuestos - Total a pagar)",,,3,Exitoso,General,10,,General	
5488,Notificar Vendedor y Soporte en correo de formulario en corte y figurado,,"1) 1. Seleccionar el servicio Corte y Figurado. 2) 2. Clic en el botón ""Quiero Asesoría"". 3) 3. Diligenciar todos los datos del formulario. 4) 4. Clic en el botón Enviar formulario.","4. se debe enviar el formulario con los datos de solicitud de asesoría, en el envío debe llegar una copia a los correos de vendedor y Soporte asociados al cliente .",,,3,Exitoso,General,10,,General	
6159,Notificar productos No DISPONIBLES,,"1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Abandonar el carrito de compras. 3) 3. Modificar el inventario de esos productos a una cantidad 0. 4) 4. Regresar al carrito de compras, pestaña Tus productos y dar clic en el botón Ir al carrito. 5) 5. En la alerta, seleccionar el botón de ""Entendido"".","4. Al ingresar a la pantalla Gestion de productos debe:	
 - Mostrar alerta indicando que hay productos en el carrito ya no disponibles	
 - Los productos no disponibles deben tener un Tag en color rojo ""No Disponible""	
 - En columna acciones mostrar los botones ""Agregar lista de espera y eliminar"".	
- Al seleccionar entendido deberá quitarse el mensaje de alerta y mostrar la pantalla del carrito.",,,3,Exitoso,General,11,2025-05-21,General	
6159,Agregar a lista de espera producto NO DISPONIBLE,,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""NO DISPONIBLE"". 3) 3, En la columna Acciones dar clic en el ícono Agregar a lista de espera. 4) 4. Validar modal confirmando la acción con las dos opciones de selección (Cancelar y confirmar). 5) 5. Seleccionar confirmar.","3. El sistema debe activar Modal con,la pregunta Desea agregar este producto a la lista de espera? con las opciones ""Cancelar"" ""Confirmar"" 	
4. Agrega el productos a lista de espera en estado NO DISPONIBLE	
5. Se elimina producto del carrito de compras.",,,3,Exitoso,General,11,2025-05-21,General	
6159,Agregar a lista de espera producto NO DISPONIBLE,,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""NO DISPONIBLE"". 3) 3, En la columna Acciones dar clic en el ícono Agregar a lista de espera. 4) 4. Validar modal confirmando la acción con las dos opciones de selección (Cancelar y confirmar). 5) 5. Seleccionar cancelar.","1. El sistema debe activar Modal con la pregunta Desea agregar este producto a la lista de espera? con las opciones ""Cancelar"" ""Confirmar"" 	
2. Los productos se quedan en el carrito de compras con el mismo tag de ""No disponible"" en color rojo.",,,3,Exitoso,General,11,2025-05-21,General	
6159,Eliminar producto NO DISPONIBLE,,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""NO DISPONIBLE"". 3) 3, En la columna Acciones dar clic en el ícono Eliminar.","3. El sistema debe desplegar modal de confirmación, al aceptar deben desaparecer e producto del carrito",,,3,Exitoso,General,11,2025-05-21,General	
6159,Producto DISPONIBLE,,1) 1. Ir al carrito de compras Gestion de Productos.,Los productos DISPONIBLES deben tener un Tag en color verde con dicho texto,,,3,Exitoso,General,11,2025-05-21,General	
6159,"Alerta ""Algunos productos no están disponibles!",,1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Validar que existen productos NO DISPONIBLES en el carrito.,"En la parte superior de la pantalla Gestion de productos, debe salir una alerta en color rojo ""Algunos productos no están disponibles"" seguido del texto ""! Opps, algunos productos ya no están disponibles, agregalos a tu lista de espera o eliminalos¡""",,,3,Exitoso,General,11,2025-05-21,General	
6159,"Alerta ""Algunos productos no están disponibles!",,1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Validar que existen productos PARCIALMENTE DISPONIBLES en el carrito.,"En la parte superior de la pantalla Gestion de productos, debe salir una alerta en color rojo ""Algunos productos no están disponibles"" seguido del texto ""! Opps, algunos productos ya no están disponibles, agregalos a tu lista de espera o eliminalos¡""",,,3,Exitoso,General,11,2025-05-21,General	
6532,Notificar productos DISPONIBLE PARCIALMENTE,,"1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Abandonar el carrito de compras. 3) 3. Modificar el inventario de esos productos a una cantidad menor a la solicitada. 4) 4. Regresar al carrito de compras, pestaña Tus productos y dar clic en el botón Ir al carrito.","4. Al ingresar a la pantalla Gestion de productos debe:	
 - Mostrar alerta indicando que hay productos en el carrito ya no disponibles	
 - Los productos disponibles parcialmente deben tener un Tag en color amarillo	
 - En columna acciones mostrar los botones ""Actualizar unidades y eliminar""",,,2,Exitoso,General,11,2025-05-21,General	
6532,Actualizar unidades DISPONIBLE PARCIALMENTE,,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""DISPONIBLE PARCIALMENTE"". 3) 3. En la columna Acciones dar clic en el ícono Actualizar cantidad. 4) 4. Dar Clic en el botón Solo Actualizar.",4. El sistema debe actualizar de forma automatica la cantidad del producto y cambiar el tag a DISPONIBLE en color verde,,,2,Exitoso,General,11,2025-05-21,General	
6532,"Actualizar unidades DISPONIBLE PARCIALMENTE ""Agregar a lista""",,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""DISPONIBLE PARCIALMENTE"". 3) 3. En la columna Acciones dar clic en el ícono Actualizar cantidad. 4) 5. Damos clic en Agregar a lista.",5. El producto debe actualizar la cantidad en el carrito y el restante se debe agregar a lista de espera,,,2,Exitoso,General,11,2025-05-21,General	
6532,"Actualizar unidades DISPONIBLE PARCIALMENTE ""Cancelar""",,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""DISPONIBLE PARCIALMENTE"". 3) 3. En la columna Acciones dar clic en el ícono Actualizar cantidad. 4) 5. Damos clic en Cancelar.","3, Debe salir mensaje preguntando si desea Actualizar, Agregar a Lista de espera o Cancelar	
5. debe cerra el modal y no ejecutar ninguna acción",,,2,Exitoso,General,11,2025-05-21,General	
6532,Eliminar producto DISPONIBLE PARCIALMENTE,,"1) 1. Ir al carrito de compras Gestion de Productos. 2) 2. Seleccionar un producto con el Tag ""DISPONIBLE PARCIALMENTE"". 3) 3, En la columna Acciones dar clic en el ícono Eliminar.","3. El sistema debe desplegar modal de confirmación, al aceptar deben desaparecer e producto del carrito",,,2,Exitoso,General,11,2025-05-21,General	
6538,"Continuar Cotizacion con productos  ""Disponible"" , ""No disponible"" y ""Parcialmente disponible""",,"1) 1. Ir al carrito de compras Gestion de Productos donde existen productos ""DISPONIBLES"",  ""NO DISPONIBLES"" y/o ""DISPONIBLES PARCIALMENTE"". 2) 2. Clic en el botón Continuar.",2. El sistema debe desplegar un Pop up informando al cliente que los productos No disponibles o Disponibles parcialmente no serán cotizados y deberá continuar el proceso de cotización solo con los productos Disponibles,,,3,Exitoso,General,11,2025-05-21,General	
6538,"Continuar Cotizacion solo con productos ""No disponible"" y ""Parcialmente disponible""",,"1) 1. Ir al carrito de compras Gestion de Productos donde no hay productos con el Tag ""DISPONIBLES"". 2) 2. Clic en el botón Continuar.",2. Debe desplegar un modal indicando que no hay productos disponibles y no permitir al cliente seguir con la cotización,,,3,Exitoso,General,11,2025-05-21,General	
6538,"Continuar Cotizacion con productos ""Disponible"" , ""No disponible"" y ""Parcialmente disponible""",,"1) 1. Ir al carrito de compras Gestión de Productos donde existen productos ""DISPONIBLES"", ""NO DISPONIBLES"" y/o ""DISPONIBLES PARCIALMENTE"". 2) 2. Clic en el botón Continuar.","2. El sistema debe desplegar un Pop up informando al cliente que los productos No disponibles o Disponibles parcialmente no serán cotizados y deberá continuar el proceso de cotización solo con los productos Disponibles.	
3- Los productos No disponibles y Disponible parcialmente, deben quedarse en el carrito de compras con su condición actual.",,,2,No ejecutada,General,11,2025-05-21,General	
6469,Notificar estados de productos en carrito lateral,,1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Abandonar el carrito de compras. 3) 3. Modificar el inventario de algunos de los productos parcial y total. 4) 4. Regresar al carrito de compras lateral.,"4. Los productos deben tener los siguientes Tags:	
 - ""Disponible"" para productos con disponibilidad en el inventario, tag color Verde	
 - ""No Disponible"" para productos sin stock en el inventario, tag color Rojo	
 - ""Disponible Parcialmente"" para productos con disponibilidad menor a lo solicitado, tag color Naranja",,,3,Exitoso,General,11,2025-05-21,General	
5167,"Evaluar experiencia ""OBLIGATORIO""",,1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Realizar todo el flujo de cotización del producto.,"2. Al finalizar el sistema debe desplegar el modal para que el cliente pueda calificar la experiencia en el sistema, el indicador debe ser con escala de 1 a 5 con caritas desde triste hasta muy feliz",,,1,No ejecutada,General,11,2025-05-21,General	
5167,Evaluación no completada,,1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Realizar todo el flujo de cotización del producto. 3) 3. Cerrar el modal sin calificar la experiencia. 4) 4. Salir de la aplicación. 5) 5. Ingresar de nuevo al sistema y generar una nueva cotización.,"5. Al no haber diligenciado la calificación en la primera cotización, debe aparecer de nuevo el modal para una nueva calificación de la experiencia",,,1,No ejecutada,General,11,2025-05-21,General	
5167,Habilitar cuadro de comentario en evaluar experiencia,,"1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Realizar todo el flujo de cotización del producto. 3) 3. Calificar la experiencia en los niveles del 1 a 3 (muy triste, triste y regular). 4) 4. Diligenciar el cuadro de comentario y finalizar la encuesta.","3. En esta escala de calificación, se debe habilitar un cuadro de comentario preguntando el motivo de su calificación	
4. Los datos y comentarios de la encuesta deben quedar guardados en la BD",,,1,No ejecutada,General,11,2025-05-21,General	
5167,Frecuencia de activación encuesta,,1) 1. Añadir productos Disponibles al carrito de compras. 2) 2. Realizar todo el flujo de cotización del producto.,"2. Validar que cada que se realicen 2 cotizaciones, a la siguiente vez se active el modal solicitando al cliente calificar su eperiencia en el sistema.",,,1,No ejecutada,General,11,2025-05-21,General	
5902,Seleccionar Make to Order para caterorias habilitadas,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2, Seleccionar opcion ""estandar"". 3) 3, Seleccionar la opción ""a medida"".","1. Al cargar el producto debe mostrar las opciones ""estandar"" y ""a medida""	
2, el sistema debe mostrar las especificaciones Calibre, Dimensiones, botón cantidad	
3, el sistema debe desplegar el formulario MTO para el producto seleccionado",,,1,No ejecutada,General,12,2025-06-06,General	
5902,Seleccionar Make to Order para caterorias No habilitadas,,1) 1. Ingresar al catalogo de servicios y seleccionar un producto de las categorias CLAVOS / ELECTRODOS.,1. Al cargar el producto solo debe permitir acceder a la opción estandar,,,1,No ejecutada,General,12,2025-06-06,General	
5997,"Solicitar un producto (MTO) - Formulario grupo #1	
Incluir en la prueba los productos:	
Planchuelas	
Canales	
Varillitas	
Varilla	
Angulares	
-Vigas",,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"".","2. Se debe desplegar el formulario respectivo con el nomnre del producto y las siguientes especificaciones:	
-PLANCHUELAS(Referencia,Espesor,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-CANALES(Referencia,Peso Lineal,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)	
-VARILLITAS(Referencia,Acabado,Diametro,Longitud,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)	
-VARILLIA(Referencia,Grado,Diametro,Longitud,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)	
-ANGULARES(Referencia,Espesor,Dimension,Longitud,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)	
-VIGAS(Referencia,Peso Lineal,Dimension,Longitud,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)",,,1,No ejecutada,General,12,2025-06-06,General	
5997,Validar campos texto en formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario.","3. Los campos tipo texto solo deben admitir el maximo de caracteres permitido, los campos obligatorios al no ser diligenciados debe resaltar en color rojo",,,1,No ejecutada,General,12,2025-06-06,General	
5997,Validar adjuntar archivos,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario desdel a opción explorar unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
adjuntar máximo cuatro archivos	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
5997,Validar adjuntar archivos (arrastrar y soltar),,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario arrastrando y soltando desde la unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
adjuntar máximo cuatro archivos	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
5997,Enviar formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.","5. La información del formulaco debe quedar guardada en la BD, los textos e imagenes adjuntas",,,1,No ejecutada,General,12,2025-06-06,General	
6729,"Solicitar un producto (MTO) - Formulario grupo #2	
Incluir en la prueba los productos:	
Planchas de zinc	
Planchas de acero (tolas)	
Mallas ciclónicas	
Barras lisas	
-Alambre Galvanizado",,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"".","2. Se debe desplegar el formulario respectivo con el nomnre del producto y las siguientes especificaciones:	
-PLANCHAS DE ZINC(Referencia,Presentacion,Calibre,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-PLANCHAS DE ACERO(Referencia,Material,Espesor,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-MALLAS CICLONICAS(Referencia,Presentacion,Calibre,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-BARRAS LISAS(Referencia,Forma geometrica,Grado,Diametro,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-ALAMBRE GALVANIZADO(Referencia,Empaque,Calibre,Longitud,Cantidad x Empaque,Observaciones(opc),Adjuntar archivo,Vol. compra,Frecuencia compra,Mercado)",,,1,No ejecutada,General,12,2025-06-06,General	
6729,Validar campos texto en formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario.","3. Los campos tipo texto solo deben admitir el maximo de caracteres permitido, los campos obligatorios al no ser diligenciados debe resaltar en color rojo",,,1,No ejecutada,General,12,2025-06-06,General	
6729,Validar adjuntar archivos,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario desdel a opción explorar unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
adjuntar máximo cuatro archivos	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6729,Validar adjuntar archivos (arrastrar y soltar),,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario arrastrando y soltando desde la unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
adjuntar máximo cuatro archivos	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6729,Enviar formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.","5. La información del formulaco debe quedar guardada en la BD, los textos e imagenes adjuntas",,,1,No ejecutada,General,12,2025-06-06,General	
6730,"Solicitar un producto (MTO) - Formulario grupo #3	
Incluir en la prueba los productos:	
Aluzinc	
-Mallas electrosoldadas",,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"".","2. Se debe desplegar el formulario respectivo con el nomnre del producto y las siguientes especificaciones:	
-ALUZINC(Referencia,Presentacion,Color,Calibre,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)	
-MALLASELECTROSOLDADAS(Referencia,Presentación,Separación/Rec,Diametro,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)",,,1,No ejecutada,General,12,2025-06-06,General	
6730,Validar campos texto en formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario.","3. Los campos tipo texto solo deben admitir el maximo de caracteres permitido, los campos obligatorios al no ser diligenciados debe resaltar en color rojo",,,1,No ejecutada,General,12,2025-06-06,General	
6730,Validar adjuntar archivos,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario desdel a opción explorar unidad del PC.","4. El sistema debe permitir lo siguiente:	
Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
adjuntar máximo cuatro archivos	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6730,Validar adjuntar archivos (arrastrar y soltar),,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario arrastrando y soltando desde la unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
#NOMBRE?	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6730,Enviar formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.","5. La información del formulaco debe quedar guardada en la BD, los textos e imagenes adjuntas",,,1,No ejecutada,General,12,2025-06-06,General	
6731,"Solicitar un producto (MTO) - Formulario grupo #4	
Incluir en la prueba el producto:	
-Tubos de acero (Perfiles)",,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"".","2. Se debe desplegar el formulario respectivo con el nomnre del producto y las siguientes especificaciones:	
Referencia,Material,Forma geometrica,Espesor,Alto,Ancho,Longitud,Observaciones(opc),Adjuntar archivo,Vol compra,Frecuencia compra,Mercado)",,,1,No ejecutada,General,12,2025-06-06,General	
6731,Validar campos texto en formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario.","3. Los campos tipo texto solo deben admitir el maximo de caracteres permitido, los campos obligatorios al no ser diligenciados debe resaltar en color rojo",,,1,No ejecutada,General,12,2025-06-06,General	
6731,Validar adjuntar archivos,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario desdel a opción explorar unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
#NOMBRE?	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6731,Validar adjuntar archivos (arrastrar y soltar),,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen al formulario arrastrando y soltando desde la unidad del PC.","4. El sistema debe permitir lo siguiente:	
- Solo adjuntar archivos tipo jpg, png, pdf y Doc.	
#NOMBRE?	
- Cada archivo con un peso máximo de 20 MB",,,1,No ejecutada,General,12,2025-06-06,General	
6731,Enviar formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.","5. La información del formulaco debe quedar guardada en la BD, los textos e imagenes adjuntas",,,1,No ejecutada,General,12,2025-06-06,General	
5998,Notificar solicitud de producto MTO,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.","5. El sistema debe guardar la información del formulario en BD y realizar las siguientes acciones	
- Mostrar mensaje de éxito indicando que su asesor de ventas le dará respuesta de 3 a 5 días laborables	
- Enviar correo al cliente con informacion ingresada, numero de solicitud y archivos adjuntos	
- Copia oculta a vendedor,soporte y ID marca@metaldom.com (gerente de marca)	
- Correo remitente: ventas@metaldom.com",,,1,No ejecutada,General,12,2025-06-06,General	
